departamento,year,month,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,evi_mean,evi_min,evi_max,evi_std
Quindio,2015,5,0.48100714141091444,0.46166298790827776,0.5003512949135511,0.027356764236055812,0.35336392643900627,0.3335883502051442,0.37313950267286833,0.027966888113670773
Quindio,2015,6,0.6686730722445633,0.6541964961002404,0.6831496483888863,0.0204729703200283,0.4483257330698106,0.40866642639678397,0.4879850397428373,0.056086729371308125
Quindio,2015,7,0.6080089558064117,0.5632484041733301,0.6527695074394931,0.06330097917880502,0.4034002672683805,0.39823306879004877,0.4085674657467122,0.007307522167530317
Quindio,2015,8,0.6458965753578292,0.640633711042766,0.6511594396728925,0.007442814091291772,0.4627211169294133,0.46157638975831444,0.46386584410051224,0.0016188886905850663
Quindio,2015,9,0.650776665259239,0.6326339965016881,0.6689193340167899,0.02565760821457113,0.4390900136307921,0.4011029488103324,0.47707707845125175,0.05372182226383993
Quindio,2015,10,0.4679755669130402,0.46340932904337784,0.47254180478270263,0.006457635524298173,0.36210792479615667,0.35944267934093616,0.3647731702513772,0.0037692262698261
Quindio,2015,11,0.5465281864127185,0.5201141628155284,0.5729422100099085,0.03735507040798922,0.3943182480000253,0.38329817579259334,0.40533832020745725,0.015584735574081078
Quindio,2015,12,0.7270202470656328,0.7175983479653061,0.7364421461659597,0.013324577490993004,0.4619973947775799,0.4527574767629709,0.4712373127921889,0.013067217371475521
Quindio,2016,1,0.6627324207512647,0.613634907539741,0.7118299339627884,0.06943436906252899,0.43814652620591393,0.42452098991098824,0.4517720625008396,0.01926941822289076
Quindio,2016,2,0.537475272244465,0.45383604570288366,0.6211144987860464,0.1182837285215001,0.39429709449212463,0.3403973104005045,0.44819687858374474,0.07622580567135075
Quindio,2016,3,0.550839322549608,0.4674342937661433,0.6342443513330727,0.1179525228756941,0.40492138723378446,0.336117816592643,0.47372495787492586,0.09730294274039752
Quindio,2016,4,0.6120137534608976,0.5885191795370314,0.6355083273847638,0.03322634508530888,0.4152480532592565,0.4063197019770417,0.42417640454147126,0.012626595472939336
Quindio,2016,5,0.4358514345403771,0.4358514345403771,0.4358514345403771,,0.3117034119160051,0.3117034119160051,0.3117034119160051,
Quindio,2016,6,0.5859968483554381,0.5579161755711654,0.6140775211397108,0.03971206829207956,0.4147604628219988,0.39963081643391085,0.42989010921008675,0.021396551115943085
Quindio,2016,7,0.6028740718997049,0.4958043840040183,0.7099437597953915,0.1514194047411344,0.4172360738373633,0.3556652854515742,0.4788068622231524,0.08707424398118674
Quindio,2016,8,0.6600943215067262,0.6200427860763927,0.7001458569370597,0.05664142459944412,0.4459410595197997,0.393591948018127,0.4982901710214724,0.07403282346384686
Quindio,2016,9,0.6319820400057543,0.6283310902370122,0.6356329897744964,0.00516322267849805,0.49808220170542983,0.48830445126964445,0.5078599521412152,0.013827827275787108
Quindio,2016,10,0.4578944521145317,0.45755433140763346,0.45823457282142993,0.00048100331653942605,0.3383899085560983,0.31869512379386156,0.35808469331833503,0.027852631718774168
Quindio,2016,11,0.6239564413065268,0.48077765299002906,0.7671352296230247,0.20248538428133764,0.40135640766409497,0.3230508778358568,0.47966193749233316,0.11074074229190538
Quindio,2016,12,0.4602880930620683,0.4324745260131024,0.4881016601110342,0.039334323738621016,0.320424891280524,0.3104516301713235,0.3303981523897244,0.014104321121719455
Quindio,2017,1,0.6039779052717977,0.5585590343436488,0.6493967761999466,0.06423198325426124,0.43274163591327885,0.4138964545733142,0.45158681725324357,0.026651111036358453
Quindio,2017,2,0.5199174531759322,0.3957986233547992,0.6440362829970652,0.17553053247892442,0.3875153089621214,0.31309607228053377,0.46193454564370895,0.10524469381655452
Quindio,2017,3,0.47641055992668174,0.38656402629372455,0.5662570935596389,0.1270621863959385,0.381177413557109,0.30988043245452473,0.45247439465969325,0.10082915763153293
Quindio,2017,4,0.5110831103837633,0.5110831103837633,0.5110831103837633,,0.3808157128221302,0.3808157128221302,0.3808157128221302,
Quindio,2017,5,0.5143808633822425,0.4240889884396756,0.6046727383248095,0.12769199411587362,0.374909432046144,0.32221369212951684,0.42760517196277115,0.07452303006937937
Quindio,2017,6,0.5290134613488947,0.4433106936399495,0.6147162290578398,0.12120201642690118,0.3821733753631388,0.31715949035532165,0.44718726037095585,0.09194351792061976
Quindio,2017,7,0.5863599086297895,0.5843922084052364,0.5883276088543425,0.0027827483442475214,0.41354139695331915,0.39756906388966207,0.4295137300169763,0.022588290041364114
Quindio,2017,8,0.6458368746422396,0.5943063076277059,0.6973674416567732,0.07287522674872914,0.4530485380396877,0.38920626425303767,0.5168908118263377,0.09028660944181674
Quindio,2017,9,0.4414241936672789,0.36645777346716085,0.5163906138673969,0.1060185281695673,0.3361270283955372,0.2696770931608713,0.4025769636302032,0.09397439962767835
Quindio,2017,10,0.49020309648985105,0.4668123695365765,0.5135938234431255,0.033079483291086745,0.38418067370318976,0.3591584336889104,0.40920291371746914,0.035386791189148656
Quindio,2017,11,0.47772929420783283,0.46693791070852864,0.4885206777071371,0.015261320901485284,0.3385175477379852,0.33272291315515834,0.34431218232081207,0.008194850816029912
Quindio,2017,12,0.5803249121715489,0.49076965312664916,0.6698801712164486,0.126650261923133,0.4063656779248559,0.33500000224949233,0.47773135360021945,0.10092630642801884
Quindio,2018,1,0.5031052093797012,0.43510191570794804,0.5711085030514543,0.09617118019663379,0.3499235651678356,0.3096348345067002,0.3902122958289711,0.05697686931177452
Quindio,2018,2,0.6195247369693413,0.49411803337211,0.7449314405665727,0.17735186103970738,0.40614392339824495,0.3361837493400077,0.4761040974564822,0.09893862697914146
Quindio,2018,3,0.5635926042355025,0.5422093193341487,0.5849758891368563,0.030240531515582335,0.4450836216933343,0.42900938157585716,0.4611578618108115,0.022732408378977886
Quindio,2018,4,0.4375998723937063,0.4375998723937063,0.4375998723937063,,0.3370968111686415,0.3370968111686415,0.3370968111686415,
