departamento,municipio,año,area_cosechada_ha,produccion_t,rendimiento_kg_ha,anio
Narino,SAN PABLO,2024,1026.99,1273.47,1240.0,2024
Narino,SAN PEDRO DE CARTAGO,2019,554.12,599.58,1080.0,2019
Narino,SAN PEDRO DE CARTAGO,2020,636.0,763.2,1200.0,2020
Narino,SAN PEDRO DE CARTAGO,2021,642.02,616.34,960.0,2021
Narino,SAN PEDRO DE CARTAGO,2022,623.73,485.14,780.0,2022
Narino,SAN PEDRO DE CARTAGO,2023,636.63,463.63,730.0,2023
Narino,SAN PEDRO DE CARTAGO,2024,634.55,549.77,870.0,2024
Narino,SANTACRUZ,2019,123.96,166.89,1350.0,2019
Narino,SANTACRUZ,2020,136.0,163.0,1200.0,2020
Narino,SANTACRUZ,2021,124.88,136.12,1090.0,2021
Narino,SANTACRUZ,2022,124.54,104.55,840.0,2022
Narino,SANTACRUZ,2023,133.58,123.3,920.0,2023
Narino,SANTACRUZ,2024,138.02,157.17,1140.0,2024
Narino,TAMINANGO,2019,1334.0,1759.0,1320.0,2019
Narino,TAMINANGO,2020,1463.0,1782.0,1220.0,2020
Narino,TAMINANGO,2021,1461.87,1725.01,1180.0,2021
Narino,TAMINANGO,2022,1375.46,1507.49,1100.0,2022
Narino,TAMINANGO,2023,1384.59,1417.16,1020.0,2023
Narino,TAMINANGO,2024,1336.97,1489.32,1110.0,2024
Narino,TANGUA,2019,85.0,54.5,640.0,2019
Narino,TANGUA,2020,92.0,21.6,230.0,2020
Narino,TANGUA,2021,92.66,109.34,1180.0,2021
Narino,TANGUA,2022,96.15,75.82,790.0,2022
Narino,TANGUA,2023,104.41,92.35,880.0,2023
Narino,TANGUA,2024,109.53,119.3,1090.0,2024
Narino,TÚQUERRES,2019,34.34,48.59,1410.0,2019
Narino,TÚQUERRES,2020,38.0,46.0,1210.0,2020
Narino,TÚQUERRES,2021,45.64,41.53,910.0,2021
Narino,TÚQUERRES,2022,53.02,24.44,460.0,2022
Narino,TÚQUERRES,2023,58.2,16.19,280.0,2023
Narino,TÚQUERRES,2024,62.48,21.65,350.0,2024
Narino,YACUANQUER,2019,371.0,483.0,1300.0,2019
Narino,YACUANQUER,2020,401.0,482.0,1200.0,2020
Narino,YACUANQUER,2021,415.92,415.92,1000.0,2021
Narino,YACUANQUER,2022,405.27,403.31,1000.0,2022
Narino,YACUANQUER,2023,431.52,355.02,820.0,2023
Narino,YACUANQUER,2024,464.81,471.75,1010.0,2024
